3.936876601073890924e-04,1.263961079530417919e-03,3.385994350537657738e-03,9.118439629673957825e-03,2.486435323953628540e-02
3.912541724275797606e-04,1.210485352203249931e-03,3.232555929571390152e-03,8.143073879182338715e-03,2.060085721313953400e-02
5.131437792442739010e-04,1.564078149385750294e-03,3.913211636245250702e-03,8.889861404895782471e-03,2.116122655570507050e-02
6.150121917016804218e-04,1.848764135502278805e-03,4.398436285555362701e-03,9.416167624294757843e-03,2.166216075420379639e-02
7.274162489920854568e-04,2.158838789910078049e-03,4.928880836814641953e-03,9.997650980949401855e-03,2.218555100262165070e-02
5.586433107964694500e-04,1.726420829072594643e-03,4.367372486740350723e-03,9.780661202967166901e-03,2.311249263584613800e-02
1.108393422327935696e-03,3.243499901145696640e-03,7.030540611594915390e-03,1.211570110172033310e-02,2.259098179638385773e-02
1.633464940823614597e-03,4.521207883954048157e-03,8.750424720346927643e-03,1.374198216944932938e-02,2.371633797883987427e-02
1.707231043837964535e-03,4.666493739932775497e-03,8.864615112543106079e-03,1.383452862501144409e-02,2.387226000428199768e-02
1.939060282893478870e-03,5.192841868847608566e-03,9.531293064355850220e-03,1.445613335818052292e-02,2.435336634516716003e-02
9.590740664862096310e-04,2.889039227738976479e-03,6.471270695328712463e-03,1.167229190468788147e-02,2.326392196118831635e-02
2.839555498212575912e-03,7.351350039243698120e-03,1.240738108754158020e-02,1.714798994362354279e-02,2.599233202636241913e-02
3.909889142960309982e-03,9.373698383569717407e-03,1.460644323378801346e-02,1.910622231662273407e-02,2.748460322618484497e-02
4.113798029720783234e-03,9.707856923341751099e-03,1.493790559470653534e-02,1.939301006495952606e-02,2.772920206189155579e-02
4.289637319743633270e-03,9.961216710507869720e-03,1.516441255807876587e-02,1.958271861076354980e-02,2.791092731058597565e-02
2.024629153311252594e-03,5.582818761467933655e-03,1.031742338091135025e-02,1.522388588637113571e-02,2.465462684631347656e-02
5.271402187645435333e-03,1.190259773284196854e-02,1.733909174799919128e-02,2.151675708591938019e-02,2.929321303963661194e-02
7.654479704797267914e-03,1.551391370594501495e-02,2.087231539189815521e-02,2.461038529872894287e-02,3.176098689436912537e-02
8.173177950084209442e-03,1.623693294823169708e-02,2.154525928199291229e-02,2.519854344427585602e-02,3.224579617381095886e-02
8.223965764045715332e-03,1.625549420714378357e-02,2.153476327657699585e-02,2.519043348729610443e-02,3.225402906537055969e-02
