"4,0","4,200","4,600","16,0","16,200","16,600","acf,4,0","acf,4,200","acf,4,600","acf,16,0","acf,16,200","acf,16,600"
0.010530931292437998,0.007461313971395868,0.018291399516056978,0.18845969276329236,0.42635049507433387,0.24103247674704117,-0.011159151885732532,-0.014517085524120366,-0.004468357487020266,-0.046441628060967084,0.19178299925100573,0.006183255708709231
0.01060129523473968,0.004810066468808841,0.033700635826030785,0.19709573788238063,0.3554243457261995,0.31328239586271556,-0.011088787943430852,-0.017168333026707394,0.010940878822953541,-0.037805582941878815,0.12085684990287134,0.07843317482438363
0.010659441494990138,0.0029681986053032997,0.04543796891259767,0.15571985866434723,0.1911113924976017,0.30136691923239795,-0.011030641683180391,-0.019010200890212936,0.02267821190952043,-0.07918146215991222,-0.043456103325726456,0.06651769819406601
0.01075991831252759,0.0019008240355802121,0.047152402495172864,0.13291425500399107,0.15360733927087217,0.24166396115786856,-0.01093016486564294,-0.020077575459936024,0.024392645492095622,-0.1019870658202684,-0.08096015655245598,0.006814740119536626
0.011284241440950886,0.003493963679785684,0.032402191164547525,0.1606397672428444,0.1893185643978723,0.23766461982649195,-0.010405841737219644,-0.01848443581573055,0.00964243416147028,-0.07426155358141505,-0.04524893142545583,0.002815398788160025
0.010912172854619097,0.006452841866274117,0.08314504366653576,0.17394508672799816,0.1616152419076359,0.23555935788063412,-0.010777910323551432,-0.015525557629242116,0.060385286663458514,-0.060956234096261296,-0.07295225391569225,0.0007101368423021782
0.009818732210939493,0.00635676455638603,0.09614371820781353,0.16469048360609836,0.20955467409725126,0.23600724309049478,-0.011871350967231036,-0.015621634939130205,0.0733839612047363,-0.07021083721816107,-0.025012821726076887,0.001158022052162849
0.009166417522733356,0.006117479767456378,0.052834171267386744,0.17718219702477103,0.19628867496168753,0.11670735166138699,-0.012523665655437173,-0.015860919728059857,0.0300744142643095,-0.05771912379948842,-0.03827882086164064,-0.11814186937694496
0.008836314619891613,0.005923984831012431,0.02680715293475696,0.21170175686896114,0.18786683110010968,0.15498011172979104,-0.012853768558278916,-0.016054414664503802,0.004047395931679718,-0.023199563955298295,-0.04670066472321846,-0.07986910930854091
0.00849608536284179,0.005508139250547628,0.046805796380038796,0.15351413240640827,0.17863778385299847,0.2558919706876425,-0.01319399781532874,-0.016470260244968605,0.024046039376961554,-0.08138718841785117,-0.05592971197032969,0.021042749649310556
0.008455564423622719,0.004827914308940636,0.08969897522554196,0.16844188222648807,0.19250844231778577,0.3242321142329161,-0.01323451875454781,-0.0171504851865756,0.06693921822246472,-0.06645943859777137,-0.04205905350554239,0.08938289319458415
0.009089000593344847,0.005390371831081414,0.11126639464402945,0.13637387206299906,0.41241684057775313,0.3313786244039342,-0.012601082584825684,-0.01658802766443482,0.0885066376409522,-0.0985274487612604,0.17784934475442496,0.09652940336560223
0.010024907809841188,0.009686673392981689,0.11477237117389762,0.16196893651333544,0.594412160266341,0.366746670777895,-0.01166517536832934,-0.012291726102534546,0.09201261417082038,-0.07293238431092401,0.35984466444301283,0.13189744973956305
