3.940573223139748381e-04,1.264680433165589132e-03,3.337368103609713969e-03,8.851956806032481445e-03,2.474129548275639731e-02
3.919303071830020947e-04,1.229951953399600548e-03,3.392548462236551123e-03,8.697196244807928189e-03,2.094182323469286067e-02
5.206954828145815561e-04,1.630760111013286866e-03,4.290826421686430754e-03,9.891135704240367962e-03,2.187318268655828388e-02
6.274507396661470077e-04,1.955952953591176893e-03,4.930401025959073487e-03,1.067203433596719542e-02,2.259216983220185132e-02
7.444377894908214876e-04,2.305624884222171218e-03,5.599190071880938251e-03,1.146352046244454061e-02,2.328744277300038093e-02
5.722832650827665377e-04,1.796094488540641784e-03,4.575080095059740927e-03,1.008237175543528694e-02,2.323289385265231086e-02
1.119512724079472403e-03,3.367140350657431714e-03,7.622840685016201399e-03,1.331640213104808880e-02,2.358736620638378356e-02
1.672522817233908438e-03,4.811152967375415847e-03,9.737952486345938588e-03,1.540990838484071652e-02,2.509178026518310220e-02
1.756371568854978808e-03,5.013482586555275365e-03,9.985335982654369030e-03,1.567863790530538495e-02,2.537577670409786601e-02
1.998935102891665535e-03,5.609328155587608132e-03,1.080363860358758699e-02,1.647624398433018833e-02,2.600602483793091821e-02
9.718917143158487763e-04,2.964924244971509516e-03,6.806692151739860731e-03,1.240697945810770482e-02,2.378135011083018849e-02
2.883945213022630957e-03,7.741065592374242639e-03,1.354846645412755360e-02,1.884010347667430460e-02,2.743783961837637300e-02
4.037320552498562150e-03,1.007365632663430495e-02,1.619801680024277046e-02,2.119627188871321330e-02,2.922210796329569732e-02
4.258395476200105279e-03,1.047987135726086323e-02,1.665218900701799856e-02,2.161701144769621538e-02,2.957214051073817421e-02
4.453857457973046940e-03,1.080746569331377319e-02,1.699354258989164632e-02,2.192828333651908324e-02,2.984755205520159271e-02
2.059991431001982534e-03,5.812886467806450443e-03,1.110513786452069739e-02,1.658340953830100134e-02,2.586560108465281796e-02
5.407661771698988804e-03,1.266144276098367209e-02,1.894752913693389246e-02,2.352609750303863781e-02,3.098554432576737169e-02
7.943806449899094846e-03,1.668797131549057400e-02,2.292652119275793293e-02,2.695183522261063516e-02,3.369952905143867861e-02
8.509870190944743631e-03,1.753893118076239876e-02,2.375114910366652593e-02,2.767461061431392838e-02,3.428631975054379638e-02
8.582203440609580125e-03,1.761556698952577646e-02,2.382275311213546617e-02,2.775531465535197376e-02,3.436558926964582150e-02
