dp,"vd,zs14,H0=0,Exp5","vd,zs14,H0=200,Exp9","vd,zs14,H0=600,Exp17","dp&Exp5,9,17","vd,LES,Exp5","vd,LES,Exp9","vd,LES,Exp17","dp&Exp24,27,33","vd,LES,Exp24","vd,LES,Exp27","vd,LES,Exp33",dp,"vd,zs14,H0=0,Exp=24","vd,zs14,H0=200,Exp=27","vd,zs14,H0=600,Exp=33"
0.26560877829466867,4.4344697138370964e-05,5.788256639201584e-05,7.273688093876935e-05,,,,,,,,,0.26560877829466867,0.00010784056002537002,0.00013309852889462363,0.00018231801981140894
0.298364724028334,4.923526407738434e-05,6.414791244406641e-05,8.049974709919169e-05,,,,,,,,,0.298364724028334,0.00011081655857711985,0.00013685247040198188,0.0001876969607109542
0.3351602650938841,5.500347189340818e-05,7.146932195497901e-05,8.951275438004635e-05,,,,,,,,,0.3351602650938841,0.00011557579098535719,0.00014274326916026547,0.00019589793987566539
0.37649358067924676,6.179847367181333e-05,8.001499956353676e-05,9.996466609615803e-05,,,,,,,,,0.37649358067924676,0.00012220281907971775,0.00015086016045589624,0.00020702042755790516
0.4229242874389499,6.980259625271378e-05,8.998926485938152e-05,0.00011208360695534299,,,,,,,,,0.4229242874389499,0.00013083085477383474,0.0001613469461387775,0.0002212296210134833
0.4750810162102798,7.923992557595422e-05,0.00010164208433268535,0.000126147689429931,,,,,,,,,0.4750810162102798,0.00014164637138634322,0.00017440645321601802,0.00023876063567890326
0.5336699231206307,9.038762691714111e-05,0.00011528187028860492,0.00014249952851263446,,,,,,,,,0.5336699231206307,0.00015489588241667348,0.00019030732525818686,0.0002599253530870094
0.5994842503189409,0.0001035910311443308,0.00013129288351626563,0.00016156633470199347,,,,,,,,,0.5994842503189409,0.00017089542465825868,0.00020939374045388353,0.00028512264221590845
0.6734150657750821,0.00011928395248099905,0.0001501591704701103,0.0001838880489546432,,,,,,,,,0.6734150657750821,0.00019004349085450253,0.00023209889875395562,0.00031485300290717404
0.7564633275546291,0.0001380163212239485,0.00017249781338405827,0.0002101570855792076,,,,,,,,,0.7564633275546291,0.00021283844048799604,0.00025896346422430724,0.0003497391480835056
0.8497534359086438,0.00016049208088379256,0.00019910545618277372,0.00024127477750527127,,,,,,,,,0.8497534359086438,0.00023990181654372136,0.0002906606384910518,0.0003905547167190479
0.9545484566618337,0.00018762148262220645,0.00023102366924728366,0.0002784316499376779,,,,,,,,,0.9545484566618337,0.0002720095696640217,0.0003280302500592929,0.00043826429262624946
1.072267222010323,0.0002205934610212712,0.00026963076097784143,0.0003232211619616361,,,,,,,,,1.072267222010323,0.0003101340171179696,0.00037212527006721767,0.0004940793285815177
1.2045035402587825,0.0002609756669520783,0.0003167700064104482,0.0003777992611274085,,,,,,,,,1.2045035402587825,0.0003555005409902755,0.00042427563038410673,0.0005595366040267048
1.3530477745798062,0.0003108517341063691,0.00037492643839650436,0.00044510408998624153,,,,,,,,,1.3530477745798062,0.000409664675004321,0.0004861762665957741,0.0006366086514560314
1.5199110829529332,0.0003730067800975316,0.00044746503383823167,0.0005291493187799999,,,,,,,,,1.5199110829529332,0.0004746174659086392,0.0005600090732605812,0.0007278592999149164
1.7073526474706904,0.0004511714056592488,0.0005389395167456045,0.0006353964551260086,,,,,,,,,1.7073526474706904,0.0005529299115756995,0.0006486120034371385,0.0008366620405633119
1.9179102616724888,0.0005503283801603811,0.0006554677742167772,0.0007711882061287448,,,,,,,,,1.9179102616724888,0.0006479508154556552,0.0007557126796888553,0.0009675037283699799
2.1544346900318843,0.0006770692167302418,0.000805138370645676,0.0009461746849590878,,,,,,,,,2.1544346900318843,0.0007640760974643421,0.000886247784139528,0.0011263993746999856
2.420128264794381,0.000839951795640613,0.000998351818083047,0.0011725745846990288,,,,,,,,,2.420128264794381,0.0009071100909203785,0.0010467909322843917,0.001321441069392934
2.71858824273294,0.0010497469653471215,0.0012479037416561463,0.0014649855533213872,,,,,,,,,2.71858824273294,0.0010847373926456802,0.0012461057034365503,0.0015634862033590189
3.0538555088334154,0.001319373379364926,0.0015685031037182837,0.00183933948128399,,,,,,,,,3.0538555088334154,0.0013071107669089454,0.0014958171147784148,0.0018669402037554868
3.4304692863149193,0.0016632395872643452,0.0019753659316212304,0.0023106285888902026,,,,,,,,,3.4304692863149193,0.001587524437299263,0.0018111371101491678,0.0022504807858263736
3.8535285937105273,0.0020957367700685783,0.0024816999816494804,0.002889436233415531,,,,,,,,,3.8535285937105273,0.0019430647469052178,0.0022114642920073,0.0027373765223836616
4.328761281083057,0.002628912367209356,0.0030954864810813286,0.0035782303871430355,,,,,,,,,4.328761281083057,0.0023949930841976248,0.0027204882382300664,0.0033547803572975153
4.862601580065354,0.003270007240122138,0.0038169182881961482,0.004369460709894322,,,,,,,,,4.862601580065354,0.002968424036273651,0.0033651986206875532,0.00413123398595517
5.462277217684343,0.0040203378946576974,0.0046385459388687,0.005247696285055641,,,,,,,,,5.462277217684343,0.0036907085847255445,0.0041731704715956466,0.005092739368134809
6.13590727341317,0.004877253904333907,0.005549628335516636,0.006196448719471737,,,,,,,,,6.13590727341317,0.004588212180388749,0.005168701038458374,0.0062622136927694035
6.892612104349695,0.005839918244884843,0.006544186714373728,0.007207727742924654,,,,,,,,,6.892612104349695,0.005683084823496358,0.00637217356526643,0.007666598369527354
7.742636826811269,0.006917815211312712,0.0076303065573168245,0.008291123512302486,,,,,,,,,7.742636826811269,0.0069948601596168,0.007805721506363607,0.009328866342396758
8.697490026177835,0.008139741664034254,0.008838220531084748,0.009480377340596677,,,,,,,,,8.697490026177835,0.008545692126368784,0.009487662607400532,0.011216399135630245
9.770099572992246,0.009561686520756134,0.010226465143100426,0.0108373829785633,,,,,,,,,9.770099572992246,0.010350986090924587,0.011399439145476678,0.01321891190720549
10.974987654930567,0.011273568212459742,0.011886890314573415,0.0124550927873585,,,,,,,,,10.974987654930567,0.01239835460421465,0.01348062649350073,0.015244845128172427
12.32846739442066,0.013405367609960138,0.013949690815131475,0.014461875901382398,,,,,,,,,12.32846739442066,0.01466967488911458,0.015704064319427922,0.017323360143515695
13.848863713938718,0.01613231800360018,0.016589351102983336,0.017029232775985826,,,,,,,,,13.848863713938718,0.017212081826071066,0.01814914406816906,0.01959929450662748
15.556761439304722,0.019677574297621642,0.020030730299176243,0.02038149802322852,,,,,,,,,15.556761439304722,0.0201808327658526,0.021002523633850984,0.022286436106143035
17.47528400007683,0.024310204848778154,0.02455149677071667,0.024802046081505682,,,,,,,,,17.47528400007683,0.02383159048679656,0.024531084375282973,0.025649037222473973
19.630406500402724,0.03033876576102145,0.030476795698821547,0.030629462193001746,,,,,,,,,19.630406500402724,0.028503967253905763,0.029072911724422633,0.030012518718074616
22.051307399030456,0.03810902454095348,0.038170443218283896,0.03824473665761125,,,,,,,,,22.051307399030456,0.03461579012616919,0.03504388943313742,0.035783607539762854
24.77076355991709,0.048022311393712144,0.04804151323586702,0.048067917045733266,,,,,,,,,24.77076355991709,0.04265716603367903,0.042940825509491444,0.04346319679472208
27.825594022071257,0.06058095735561922,0.06058459197129517,0.06059063006255202,,,,,,,,,27.825594022071257,0.05317508451047552,0.05332918533683132,0.05364020946288441
31.25715849688235,0.07644194252007737,0.07644227290001801,0.07644300588372709,,,,,,,,,31.25715849688235,0.06676452396149893,0.06682638789287683,0.06696917372648113
35.11191734215127,0.09645814661678757,0.09645815654719844,0.09645819120966424,,,,,,,,,35.11191734215127,0.084105407158181,0.08412111567158145,0.0841654127533851
39.442060594376564,0.1217157749005217,0.1217157749546349,0.12171577533954164,,,,,,,,,39.442060594376564,0.10605916996258179,0.10606114955963529,0.10606874163429711
44.30621457583877,0.1535872145649684,0.1535872145649889,0.15358721456543162,,,,,,,,,44.30621457583877,0.13377157702481998,0.1337716608583797,0.13377218368822016
49.770235643321136,0.19380432698962083,0.19380432698962083,0.19380432698962083,,,,,,,,,49.770235643321136,0.16873486230739765,0.1687348629422637,0.16873487162956663
55.90810182512222,0.24455247378066508,0.24455247378066508,0.24455247378066508,,,,,,,,,55.90810182512222,0.2128454564358931,0.21284545643620664,0.21284545645166628
62.80291441834247,0.30858926726179925,0.30858926726179925,0.30858926726179925,,,,,,,,,62.80291441834247,0.2684976131741955,0.2684976131741955,0.2684976131741963
70.54802310718645,0.3893944181049334,0.3893944181049334,0.3893944181049334,,,,,,,,,70.54802310718645,0.3387124477522464,0.3387124477522464,0.3387124477522464
79.24828983539169,0.4913588215778471,0.4913588215778471,0.4913588215778471,,,,,,,,,79.24828983539169,0.42730203692328517,0.42730203692328517,0.42730203692328517
89.02150854450393,0.620023157305715,0.620023157305715,0.620023157305715,,,,,,,,,89.02150854450393,0.5390765205056662,0.5390765205056662,0.5390765205056662
100.0,0.7823789679982044,0.7823789679982044,0.7823789679982044,,,,,,,,,100.0,0.6801054318927878,0.6801054318927878,0.6801054318927878
