"tau,4,-50","tau,4,0","tau,4,200","tau,4,400","tau,4,600","tau*p(tau),4,-50","tau*p(tau),4,0","tau*p(tau),4,200","tau*p(tau),4,400","tau*p(tau),4,600","tau,8,-50","tau,8,0","tau,8,200","tau,8,400","tau,8,600","tau*p(tau),8,-50","tau*p(tau),8,0","tau*p(tau),8,200","tau*p(tau),8,400","tau*p(tau),8,600","tau,12,-50","tau,12,0","tau,12,200","tau,12,1200","tau,12,600","tau*p(tau),12,-50","tau*p(tau),12,0","tau*p(tau),12,200","tau*p(tau),12,1200","tau*p(tau),12,600","tau,16,-50","tau,16,0","tau,16,200","tau,16,1600","tau,16,600","tau*p(tau),16,-50","tau*p(tau),16,0","tau*p(tau),16,200","tau*p(tau),16,1600","tau*p(tau),16,600"
0.00013198546363206359,7.2878917642163e-05,0.00012976612212279058,0.00015490808015150654,0.00015856747607381636,2.9150595378979944,0.7194429912989135,3.3127858826268097,6.915423607675977,5.386163128179758,0.0026545071882492772,0.002123066990956641,0.0014707835634523913,0.0003086014037516106,0.00040970779488157336,0.00047485909340203123,0.0004194837579739874,0.0012181404491696116,0.018513775378264246,0.04599240290855681,0.010334811744090231,0.05049780290425208,0.03909203166993198,0.013842348428530295,0.011230585502005577,0.0009607542262550155,0.00034093433799960333,0.0005628584155384488,0.0002153435133596463,0.0002094087781213802,0.04498749264383961,0.08532278420667261,0.08877927058094502,0.06425913884149541,0.05433166480211021,0.0013923958401281435,0.0002619241910598621,0.00012098829256575882,0.00010844718107697141,0.00010031327715024924
0.00039502020255829435,0.00020990180297720645,0.0003853413736900018,0.00046122981367947516,0.0004705754347726731,2.7346257883657232,1.2652974757434239,6.555396695289243,14.486436847403597,12.22256059713623,0.002911361714416571,0.002344472227907599,0.0019307052210940723,0.0007574071058012057,0.0011125502249302352,0.0009497181868040625,0.0012584512739219622,0.0032483745311189622,0.033871793589778904,0.1001491376943722,0.010562084175334172,0.050770124935261195,0.039586655292384205,0.014707575964894361,0.012124893184351445,0.0,0.0,0.0007504778873845862,0.00010767175667982342,0.00010470438906068984,0.045257647057467994,0.08567717759652221,0.0895443079014165,0.06511306098666256,0.055256597506815136,0.0003480989600320359,0.0,0.0002419765851315227,0.00021689436215394488,0.0
0.0006580549414845253,0.0003469246883122498,0.0006409166252572129,0.0007675515472074439,0.0007825833934715298,2.616289368217934,1.518899434976029,8.247063807409212,17.700275751259724,15.162703335943553,0.0031682162405838638,0.0025658774648585573,0.0023906268787357533,0.001206212807850801,0.0018153926549788972,0.0,0.0008389675159479739,0.002842327714729092,0.05091288229022668,0.14260366345611697,0.010789356606578114,0.05104244696627032,0.040081278914836434,0.015572803501258427,0.013019200866697313,0.0,0.0,0.0003752389436922992,0.0,0.0001047043890606901,0.04552780147109638,0.0860315709863718,0.090309345221888,0.0659669831318297,0.056181530211520045,0.002088593760192153,0.0002619241910598621,0.0004839531702630353,0.00010844718107697141,0.0
0.000921089680410756,0.0004839475736472932,0.0008964918768244241,0.0010738732807354125,0.0010945913521703866,2.975985219558243,1.7521589910616326,9.415030796337577,19.40094290978583,16.926723402273804,0.003425070766751157,0.0027872827018095153,0.0028505485363774343,0.0016550185099003958,0.002518235085027559,0.0,0.0004194837579739879,0.0044665149802885756,0.06416706239057494,0.19213394351148583,0.011016629037822055,0.05131476899727944,0.04057590253728867,0.016438031037622494,0.013913508549043179,0.0,0.0,0.0013133363029230257,0.0,0.0002094087781213802,0.04579795588472477,0.08638596437622142,0.09107438254235947,0.06682090527699686,0.05710646291622497,0.0013923958401281435,0.0005238483821197006,0.00012098829256575882,0.00010844718107697244,0.0
0.0011841244193369867,0.0006209704589823367,0.001152067128391635,0.0013801950142633811,0.0014065993108692435,3.6725297916162654,1.7975903580899337,10.571799635803547,21.05264219407516,18.20219516027095,0.0036819252929184507,0.0030086879387604738,0.0033104701940191153,0.002103824211949991,0.003221077515076221,0.0009497181868040625,0.0016779350318959479,0.004872561796678446,0.07468625294640696,0.2230223324471142,0.011243901469065993,0.05158709102828857,0.0410705261597409,0.017303258573986558,0.014807816231389046,0.0,0.0,0.001313336302923047,0.0,0.0001047043890606901,0.04606811029835315,0.08674035776607103,0.09183941986283096,0.067674827422164,0.05803139562092988,0.005569583360512574,0.0002619241910598621,0.000362964877697284,0.00010844718107697141,0.0
0.0014471591582632176,0.00075799334431738,0.0014076423799588465,0.0016865167477913498,0.0017186072695681003,4.485067488373598,1.8538710067966362,11.6643657516851,22.283282191341648,19.053711909761613,0.0039387798190857444,0.003230093175711432,0.0037703918516607967,0.002552629913999586,0.003923919945124883,0.003324013653814226,0.0008389675159479739,0.008526983144187272,0.1032984512582698,0.23758205762822537,0.011471173900309935,0.051859413059297685,0.04156514978219313,0.018168486110350626,0.015702123913734913,0.0,0.0,0.0013133363029230257,0.00010767175667982315,0.0005235219453034493,0.04633826471198154,0.08709475115592062,0.09260445718330244,0.06852874956733117,0.05895632832563479,0.003480989600320359,0.0007857725731795864,0.00024197658513151765,0.00021689436215394488,0.00010031327715024839
0.0017101938971894486,0.0008950162296524234,0.0016632176315260574,0.0019928384813193184,0.002030615228266957,5.763920979376684,1.9874527874619372,12.88720367297922,23.226235927467023,19.787845911344036,0.004195634345253037,0.0034514984126623903,0.004230313509302478,0.003001435616049181,0.0046267623751735446,0.00379887274721625,0.0020974187898699396,0.010963264042526502,0.1409571534481482,0.26996724074135114,0.011698446331553876,0.05213173509030681,0.04205977340464536,0.019033713646714686,0.01659643159608078,0.0,0.0006818686759992067,0.001313336302923047,0.0002153435133596463,0.0001047043890606901,0.04660841912560992,0.08744914454577023,0.09336949450377392,0.06938267171249832,0.059881261030339715,0.005917682320544434,0.0002619241910598503,0.0003629648776972764,0.0,0.0
0.0019732286361156793,0.0010320391149874668,0.0019187928830932685,0.0022991602148472873,0.0023426231869658138,7.424731628480545,2.0159321518677373,14.094364185025993,23.938525203371782,20.649199203955465,0.004452488871420331,0.0036729036496133487,0.004690235166944159,0.0034502413180987766,0.0053296048052222066,0.005698309120824375,0.0012584512739219607,0.01319652153267079,0.16956935176001128,0.3154153548580907,0.011925718762797815,0.052404057121315926,0.04255439702709759,0.01989894118307875,0.017490739278426648,0.0,0.0,0.002251433662153795,0.0002153435133596473,0.0007329307234248306,0.046878573539238313,0.08780353793561983,0.09413453182424542,0.07023659385766547,0.06080619373504463,0.010094869840929041,0.0,0.000725929755394568,0.00010844718107697244,0.0
0.00223626337504191,0.0011690620003225103,0.0021743681346604797,0.0026054819483752553,0.0026546311456646706,9.660821310184053,2.1359523304350416,15.137285171624237,24.695272154570464,21.16135521577849,0.004709343397587625,0.0038943088865643067,0.005150156824585839,0.0038990470201483714,0.006032447235270869,0.010446900054844688,0.0008389675159479739,0.01319652153267079,0.2158537902056719,0.364265273923688,0.012152991194041757,0.05267637915232506,0.04304902064954982,0.020764168719442817,0.018385046960772512,0.0,0.0,0.0037523894369229306,0.0007537022967587622,0.0005235219453034493,0.0471487279528667,0.08815793132546944,0.0948995691447169,0.07109051600283262,0.061731126439749553,0.010791067760993114,0.0007857725731795864,0.0004839531702630353,0.00021689436215394282,0.0
0.002499298113968141,0.001306084885657554,0.0024299433862276913,0.002911803681903224,0.002966639104363527,11.882265395334615,2.2295273849112394,16.09659330890318,25.328310791907793,21.54268520409486,0.004966197923754918,0.004115714123515265,0.00561007848222752,0.0043478527221979665,0.006735289665319531,0.015670350082267033,0.002936386305817915,0.014414661981840403,0.28759466979644593,0.4041344279243009,0.012380263625285697,0.052948701183334175,0.043543644272002045,0.021629396255806888,0.01927935464311838,0.0,0.0,0.00487810626799989,0.000646030540078939,0.0005235219453034516,0.04741888236649508,0.08851232471531904,0.0956646064651884,0.07194443814799976,0.06265605914445446,0.014620156321345508,0.0007857725731795508,0.000362964877697284,0.00043378872430788564,0.0
0.0027623328528943716,0.0014431077709925971,0.0026855186377949024,0.0032181254154311925,0.0032786470630623843,15.15467748912443,2.350225643583446,16.79274493381578,25.7429269375837,21.98369022067746,0.00522305244992221,0.004337119360466223,0.006070000139869202,0.004796658424247562,0.007438132095368193,0.02849154560412181,0.0012584512739219607,0.015226755614620145,0.3130511109415586,0.43352602268243184,0.01260753605652964,0.0532210232143433,0.044038267894454274,0.02249462379217095,0.020173662325464248,0.0004803771131275077,0.0,0.004502867324307517,0.00010767175667982315,0.00020940877812137968,0.04768903678012347,0.08886671810516864,0.09642964378565988,0.07279836029316693,0.06358099184915939,0.01601255216147317,0.0013096209552993108,0.0003629648776972764,0.0003253415432309173,0.0
0.0030253675918206022,0.0015801306563276406,0.0029410938893621136,0.0035244471489591614,0.0035906550217612407,18.312268105939175,2.5990810420817505,18.04059205557594,26.22584038153727,22.407973113954625,0.005479906976089505,0.004558524597417182,0.006529921797510883,0.005245464126297158,0.008140974525416855,0.04131274112597691,0.0016779350318959479,0.01563280243100998,0.35007866169808777,0.49666352253323176,0.012834808487773578,0.05349334524535242,0.0445328915169065,0.023359851328535013,0.02106797000781012,0.0004803771131275077,0.00034093433799960333,0.006003823099076787,0.0005383587833991157,0.00041881755624275936,0.04795919119375185,0.08922111149501824,0.09719468110613136,0.07365228243833409,0.06450592455386431,0.019841640721826044,0.0002619241910598503,0.00012098829256575882,0.0003253415432309173,0.00010031327715024924
0.0032884023307468333,0.001717153541662684,0.0031966691409293247,0.0038307688824871303,0.003902662980460097,22.34918033979274,2.632306967221847,18.898743576044527,26.695867542796858,22.625688601695014,0.005736761502256799,0.00477992983436814,0.006989843455152564,0.0056942698283467515,0.008843816955465517,0.0683797094498925,0.0020974187898699396,0.016647919471984688,0.37974277906553394,0.508637875953211,0.013062080919017519,0.053765667276361534,0.04502751513935873,0.02422507886489908,0.021962277690155983,0.0009607542262550155,0.0010228030139988102,0.005065725739845957,0.0007537022967587656,0.0009423395015462129,0.04822934560738024,0.08957550488486785,0.09795971842660285,0.07450620458350124,0.06543085725856922,0.02541122408233862,0.0005238483821197243,0.000362964877697284,0.0003253415432309173,0.0
0.0035514370696730644,0.0018541764269977272,0.003452244392496536,0.004137090616015099,0.004214670939158954,26.824288822510283,2.7923338719782542,19.964807404865088,26.741613846360163,22.753235777494773,0.005993616028424092,0.005001335071319099,0.007449765112794245,0.006143075530396347,0.009546659385514179,0.1082678732956631,0.002936386305817915,0.017053966288374564,0.4148768755220118,0.5378933985133877,0.01328935335026146,0.054037989307370665,0.04552213876181097,0.02509030640126315,0.022856585372501848,0.0004803771131275077,0.0020456060279976204,0.006003823099076787,0.0009690458101184039,0.0007329307234248291,0.048499500021008626,0.08992989827471745,0.09872475574707433,0.07536012672866839,0.06635578996327414,0.030980807442851196,0.0018334693374190349,0.0003629648776972764,0.0002168943621539408,0.00010031327715024839
0.003814471808599295,0.001991199312332771,0.0037078196440637466,0.004443412349543067,0.004526678897857811,31.633902730497198,2.987620942189453,20.714336875548387,27.297012630466817,23.117187872964355,0.006250470554591384,0.005222740308270057,0.007909686770435926,0.006591881232445943,0.010249501815562839,0.13818399617999108,0.003355870063791903,0.017053966288374564,0.4375983271226098,0.6051130643028169,0.013516625781505401,0.05431031133837979,0.0460167623842632,0.02595553393762721,0.02375089305484772,0.0014411313393825234,0.0017046716899979668,0.007317159401999833,0.0011843893234780602,0.0010470438906068987,0.048769654434637016,0.09028429166456704,0.09948979306754582,0.07621404887383554,0.06728072266797905,0.034809896003202556,0.0007857725731795508,0.0007259297553945528,0.0003253415432309173,0.00010031327715024924
0.004077506547525526,0.0021282221976678143,0.003963394895630958,0.004749734083071036,0.004838686856556668,37.03929950625772,3.160531368938962,21.642290194332684,27.352423646050543,23.454581302007817,0.006507325080758678,0.005444145545221015,0.008369608428077607,0.007040686934495537,0.010952344245611501,0.20751342381668766,0.0025169025478439157,0.016647919471984688,0.47883355410147105,0.6309667819141358,0.013743898212749343,0.05458263336938891,0.04651138600671543,0.026820761473991275,0.024645200737193586,0.0004803771131275077,0.0023865403659972238,0.006941920458307421,0.0017227481068771704,0.0014658614468496644,0.0490398088482654,0.09063868505441665,0.1002548303880173,0.07706797101900269,0.06820565537268397,0.060917318005606284,0.0018334693374190349,0.0006049414628288068,0.0008675774486157795,0.0
0.004340541286451756,0.0022652450830028576,0.004218970147198169,0.005056055816599005,0.0051506948152555245,43.17521863807919,3.3558184391501595,22.69193007060836,27.672325613926404,23.77099010572691,0.006764179606925972,0.005665550782171972,0.008829530085719288,0.007489492636545132,0.011655186675660163,0.29916122884327967,0.0020974187898699296,0.021114434452273265,0.5240660734915485,0.7083918625501382,0.013971170643993282,0.054854955400398024,0.04700600962916766,0.027685989010355343,0.02553950841953945,0.0009607542262550155,0.0027274747039967473,0.008818115176769031,0.0016150763501973475,0.0009423395015462088,0.04930996326189378,0.09099307844426624,0.10101986770848878,0.07792189316416985,0.06913058807738888,0.05639203152518981,0.0015715451463591728,0.0010888946330918294,0.001084471810769704,0.0
0.004603576025377987,0.002402267968337901,0.004474545398765381,0.005362377550126973,0.005462702773954381,49.284775696105456,3.4778728580321747,23.486998682438788,28.073089005706287,23.919849791621694,0.007021034133093265,0.005886956019122931,0.00928945174336097,0.007938298338594729,0.012358029105708827,0.41455198853997327,0.003355870063791903,0.02091141104407833,0.5589897861369106,0.7697604238275321,0.014198443075237223,0.05512727743140715,0.047500633251619885,0.028551216546719414,0.02643381610188532,0.0033626397918925543,0.0037502777179956375,0.011257168310768794,0.001615076350197355,0.003036427282760006,0.04958011767552217,0.09134747183411586,0.10178490502896027,0.078775815309337,0.0700555207820938,0.06822739616627904,0.0007857725731795508,0.0007259297553945528,0.00043378872430788976,0.00010031327715024924
0.004866610764304218,0.0025392908536729444,0.004730120650332592,0.0056686992836549426,0.005774710732653237,55.830771531409226,3.728762496845166,24.377251564699584,28.190676335288124,24.051003699899034,0.007277888659260559,0.00610836125607389,0.00974937340100265,0.008387104040644322,0.013060871535757489,0.6035459077139816,0.002936386305817915,0.025580949432561843,0.6195803237385012,0.8198349926747182,0.014425715506481161,0.05539959946241627,0.04799525687407211,0.029416444083083474,0.027328123784231186,0.0048037711312750786,0.004432146393994844,0.015572416163230417,0.0026917939169955663,0.0031411316718207094,0.049850272089150556,0.09170186522396546,0.10254994234943175,0.07962973745450415,0.07098045348679873,0.09746770880896713,0.0018334693374190349,0.0009679063405260908,0.0005422359053848622,0.00010031327715024839
0.005129645503230449,0.0026763137390079877,0.004985695901899802,0.005975021017182911,0.006086718691352095,62.50682026410341,3.964056293245471,25.07750917774836,28.499947119941382,24.333968257007403,0.007534743185427852,0.006329766493024848,0.010209295058644333,0.008835909742693918,0.01376371396580615,0.8006124314758246,0.005453288853661843,0.028017230330901064,0.6500859763504154,0.8889596692355076,0.014652987937725103,0.0556719214934254,0.04848988049652434,0.030281671619447538,0.028222431466577054,0.0048037711312750786,0.004091212055995241,0.013508601972922772,0.002907137430355239,0.004711697507731044,0.050120426502778946,0.09205625861381506,0.10331497966990325,0.0804836595996713,0.07190538619150363,0.10338539112951467,0.0015715451463591016,0.001209882925657588,0.00021689436215394488,0.00010031327715025012
0.00539268024215668,0.0028133366243430313,0.005241271153467014,0.0062813427507108785,0.006398726650050952,70.04988831273158,4.204096650380089,25.840103156137936,28.577586973172163,24.41561156491013,0.007791597711595146,0.006551171729975806,0.010669216716286014,0.009284715444743514,0.014466556395854813,1.0712821147149825,0.0020974187898699296,0.027814206922706128,0.6871135271069423,0.989653095721697,0.014880260368969044,0.055944243524434514,0.04898450411897657,0.031146899155811605,0.02911673914892292,0.0062449024706576015,0.006477752421992274,0.01519717721953787,0.004737557293912218,0.006072854565520012,0.05039058091640733,0.09241065200366466,0.10408001699037472,0.08133758174483845,0.07283031889620854,0.1326257037722057,0.002095393528478897,0.000604941462828794,0.00032534154323091125,0.00010031327715024839
0.00565571498108291,0.0029503595096780745,0.005496846405034225,0.006587664484238849,0.006710734608749809,76.61814545479596,4.442780847304879,26.552678733595247,28.96320898278672,24.467089473908903,0.00804845223776244,0.006772576966926765,0.011129138373927695,0.009733521146793109,0.015169398825903473,1.3723427799318704,0.00587277261163583,0.0420258454963516,0.7500182866308192,1.0840872011019882,0.015107532800212986,0.05621656555544364,0.0494791277414288,0.03201212669217567,0.030011046831268786,0.006725279583785109,0.007159621097991672,0.017073371937999335,0.0068909924275086815,0.007643420401430395,0.05066073533003572,0.09276504539351425,0.1048450543108462,0.08219150389000561,0.07375525160091347,0.14585346425342305,0.0028811661016584834,0.0008469180479603295,0.0005422359053848622,0.00020062655430049678
0.00591874972000914,0.003087382395013118,0.005752421656601435,0.006893986217766816,0.007022742567448665,84.20866523625583,4.613657033739682,26.9800747714102,28.880736773545923,24.538568353920052,0.008305306763929732,0.006993982203877723,0.011589060031569376,0.010182326848842705,0.015872241255952133,1.82583321413081,0.003355870063791903,0.04344700935371615,0.7883081402540475,1.1786573786802337,0.015334805231456925,0.056488887586452756,0.049973751363881026,0.03287735422853974,0.030905354513614654,0.008646788036295058,0.008182424111990482,0.017073371937999612,0.009259771074464792,0.010575143295129673,0.0509308897436641,0.09311943878336387,0.10561009163131771,0.08304542603517276,0.07468018430561837,0.18762533945726176,0.001833469337418952,0.001209882925657588,0.0006506830864618346,0.00010031327715025012
0.0061817844589353715,0.003224405280348162,0.006007996908168647,0.007200307951294785,0.0073347505261475215,90.61113422534086,4.863868592447804,27.57618959445876,29.148771453578835,24.74677518331033,0.008562161290097025,0.007215387440828681,0.012048981689211057,0.010631132550892297,0.016575083686000795,2.3163626576151186,0.004194837579739859,0.05603446066180189,0.8274395291217423,1.260028553056911,0.015562077662700865,0.05676120961746188,0.05046837498633327,0.0337425817649038,0.031799662195960525,0.009607542262550249,0.01090989881598699,0.018199088769076513,0.010767175667982316,0.013611570577889682,0.051201044157292486,0.09347383217321348,0.10637512895178919,0.08389934818033991,0.07560511701032328,0.19597971449803622,0.0015715451463591728,0.0008469180479603117,0.0009760246296927521,0.00040125310860099356
0.006444819197861603,0.0033614281656832046,0.0062635721597358585,0.007506629684822754,0.007646758484846378,98.07745934803225,5.070683024442291,28.38954851707767,29.279245065854372,24.838910803875166,0.00881901581626432,0.00743679267777964,0.012508903346852738,0.011079938252941892,0.017277926116049457,2.9028136379666174,0.00587277261163583,0.07430656739934631,0.8831912390676518,1.337045417099051,0.015789350093944804,0.057033531648471004,0.0509629986087855,0.03460780930126787,0.03269396987830639,0.014411313393825096,0.017728585575979377,0.021201000318614563,0.010982519181342014,0.014030388134132505,0.051471198570920876,0.09382822556306307,0.10714016627226068,0.08475327032550706,0.0765300497150282,0.23253010530139998,0.0034050144837780537,0.0019358126810521815,0.0008675774486157632,0.0005015663857512419
0.006707853936787834,0.0034984510510182483,0.006519147411303069,0.007812951418350722,0.007958766443545236,104.39205475779913,5.356154748605195,29.00693982410468,29.516674824489385,24.72677421229804,0.009075870342431612,0.007658197914730598,0.012968825004494419,0.011528743954991488,0.017980768546098123,3.5543203141142032,0.003355870063791903,0.08933029960577152,0.9219018603131134,1.4124294147657384,0.016016622525188748,0.05730585367948013,0.051457622231237725,0.035473036837631935,0.033588277560652254,0.015372067620080398,0.01909232292797779,0.025328628699230197,0.014428015395096304,0.016543293471588998,0.05174135298454926,0.09418261895291268,0.10790520359273216,0.0856071924706742,0.07745498241973313,0.28196015762594906,0.0028811661016584834,0.001209882925657588,0.0006506830864618346,0.00020062655430050025
0.006970888675714065,0.0036354739363532915,0.006774722662870281,0.008119273151878692,0.008270774402244092,110.32117806629303,5.6294210308799,29.668003914035058,29.463518908376997,25.040887822622278,0.009332724868598907,0.007879603151681557,0.0134287466621361,0.011977549657041084,0.018683610976146788,4.359681336524049,0.004194837579739879,0.10577519566956127,0.9391533328246779,1.5389765588632467,0.01624389495643269,0.057578175710489246,0.05195224585368995,0.036338264373996,0.034482585242998125,0.018734707411972626,0.019774191603976414,0.025891487114768224,0.017873511608850645,0.01978912953247038,0.05201150739817765,0.09453701234276228,0.10867024091320364,0.08646111461584137,0.07837991512443804,0.3404407829113209,0.0018334693374190349,0.0021777892661837043,0.0013013661729236693,0.0003009398314507452
