5.152717475148180367e-04,1.774749182196147382e-04,1.102462426830145003e-04,1.370260506105387081e-04,2.733854824944990654e-04,4.472173773225561998e-04,1.225670474976295592e-03,3.230650142544177691e-03,9.673991333483499336e-03,2.450252238111522846e-02
4.872438374278978022e-04,1.741140901168840684e-04,1.210078656266373476e-04,1.709512323331130316e-04,3.357200635111009645e-04,5.302530361957872055e-04,1.365703880224871736e-03,3.583819324284527423e-03,1.092990840014881025e-02,2.386119150382147794e-02
7.076081306857109291e-04,2.601667250003039211e-04,1.850935703809136951e-04,2.614813078860823915e-04,4.922180888421313471e-04,7.519841614490490374e-04,1.840512834934105238e-03,4.662007879306066457e-03,1.278910582565727025e-02,2.515240288205605398e-02
1.049757722889148618e-03,4.011159389438889592e-04,2.893912334155676440e-04,4.036826542383634511e-04,7.301447928421045310e-04,1.081841823017093982e-03,2.502604544120400933e-03,6.018888589870855302e-03,1.452146039589157639e-02,2.647192050056264637e-02
1.403982636206264336e-03,5.714445932641442445e-04,4.203485789464098230e-04,5.684321334136931874e-04,9.790211738691290046e-04,1.406099153848064344e-03,3.066865434170546953e-03,6.988005753458943932e-03,1.547088513214447437e-02,2.727868594234053590e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
